STA-HZ49U1-C-001,MACK MCKELLER FOR JUDGE,Active (Non-Exempt),,
STA-7AJO8D-C-001,MARCY FOR NC,Active (Non-Exempt),,
STA-8NHJHG-C-001,CLARENCE GOINS FOR NC HOUSE,Active (Non-Exempt),,
STA-87FKJ3-C-001,COMMITTEE TO ELECT SAMMIE BROOKS,Active (Non-Exempt),,
STA-AIAIKQ-C-001,YOUNTS FOR NC HOUSE,Active (Non-Exempt),,
STA-C2446N-C-001,COMM TO ELECT TOMMY DAVIS JUDGE OF SUPERIOR CT,Closed,,
STA-C2446N-C-002,REELECT TOMMY DAVIS SUPERIOR COURT JUDGE,Closed (Pending),,
STA-J84HHU-C-001,CRAIG BLITZER FOR DISTRICT ATTORNEY,Inactive,,
STA-9H487A-C-001,ADRIAN FOR NC,Active (Non-Exempt),Active (Non-Exempt),
STA-R4LP80-C-002,"COMMITTEE TO ELECT DARYL G. DAVIDSON, SR.",Active (Non-Exempt),,
STA-A13TZ9-C-002,ELECT DEB BUTLER,Active (Non-Exempt),,
STA-F805XA-C-001,COMMITTEE TO ELECT LAURA ANTHONY,Active (Non-Exempt),,
STA-2QS678-C-001,BRENT HEATH COMMITTEE,Active (Non-Exempt),,
STA-63RJ3K-C-001,DAVID ROBERTSON FOR HOUSE DISTRICT 49,Closed (Pending),,
STA-MZS93B-C-002,WILLIAM STINSON FOR NC HOUSE,Active (Non-Exempt),,
STA-35R6B5-C-001,COMMITTEE TO ELECT SUSAN MAXON,Active (Non-Exempt),,
STA-F0Z5DB-C-001,UAW NC V-PAC,Active (Non-Exempt),,
STA-J38911-C-001,JOHN SZOKA FOR NC HOUSE,Active (Non-Exempt),,
STA-N02X6E-C-001,THE DERWIN L MONTGOMERY COMMITTEE,Terminated,Active (Non-Exempt),
STA-446173-C-001,"PENNY, TIMMY - 2020 NO ORGANIZATIONAL PAPERWORK RECEIVED",Active (Non-Exempt),,
STA-MX92X0-C-001,NICK TAYLOR FOR NC HOUSE,Active (Non-Exempt),,
STA-C2555N-C-003,LETS RE-ELECT JUDGE CAROL JONES,Active (Non-Exempt),,
STA-GB9HW2-C-001,COMMITTEE FOR H. DEAN PROCTOR,Active (Non-Exempt),,
STA-C3850N-C-001,ALAMANCE DEC,Active (Non-Exempt),,
STA-F4SEH8-C-001,THE JOHN R BRADFORD III COMM,Active (Non-Exempt),,
STA-ZP3R5J-C-001,COMMITTEE TO ELECT THOMAS S HESTER NC SENATOR,Active (Non-Exempt),,
STA-QN9M1Y-C-001,ZACH BERLY FOR NC HOUSE,Active (Non-Exempt),,
STA-SFBU5H-C-001,COMMITTEE TO ELECT CHARLES W. MILLER NC HOUSE,Active (Non-Exempt),,
STA-BR44AE-C-002,BRIAN CLONINGER FOR JUDGE,Closed,,
STA-C3572N-C-001,TRIAD GOOD GOVT PAC,Active (Non-Exempt),,
STA-LSMPST-C-002,LUIS TOLEDO FOR STATE AUDITOR,Active (Non-Exempt),,
STA-987W88-C-001,COMMITTEE TO ELECT JOHN KIRKMAN,Closed (Pending),,
STA-C2894N-C-005,WILLIAM G. HAMBY JR. NC HOUSE CAMPAIGN COMMITTEE,Closed,,
STA-SFV508-C-001,BRIAN FOSTER FOR STATE HOUSE,Closed (Pending),,
STA-74E31R-C-001,SIMMONS FOR NC HOUSE,Active (Non-Exempt),,
STA-3E51G5-C-001,COMMITTEE TO ELECT DONALD KIRKLAND,Active (Non-Exempt),,
STA-Q1AMC4-C-001,SAM WATFORD FOR NC HOUSE,Active (Non-Exempt),,
STA-9W5X3X-C-002,ELECT JANE REDDING JUDGE,Active (Non-Exempt),,
STA-8T1W43-C-002,GEOFFREY HOY FOR N.C. SENATE,Inactive,,
STA-LW4L04-C-001,COMM TO ELECT TESSA SHELTON SELLERS,Active (Non-Exempt),,
STA-254O33-C-001,CARL MARTIN FOR HOUSE,Active (Non-Exempt),,
STA-14H296-C-001,MCBRYDE FOR NC HOUSE,Active (Non-Exempt),,
STA-OXYL1B-C-001,ELECT DR. PHIL STOVER,Active (Non-Exempt),,
STA-5F814N-C-001,GAVIN BELL FOR NC HOUSE,Active (Non-Exempt),,
STA-W5ROS7-C-001,COMMITTEE TO ELECT DIMPLE AJMERA,Active (Non-Exempt),,
STA-XME793-C-001,COMMITTEE TO ELECT MARISSA CURRY,Active (Non-Exempt),,
STA-9V5BUJ-C-001,JENNIFER DACEY COMMITTEE,Active (Non-Exempt),,
STA-5W7GHB-C-001,COMMITTEE TO ELECT ERIKA R. BALES,Active (Non-Exempt),,
STA-DX5HQ2-C-001,BARBARA HOWARD,Active (Non-Exempt),,
STA-R66917-C-001,STEVE ALLEN MATTHEWS,Active (Non-Exempt),,
STA-00XAHZ-C-001,ELECT SCOTT DUNN COMMITTEE,Active (Non-Exempt),,
STA-L8023J-C-001,TIFFANY LESNIK FOR JUDGE,Active (Non-Exempt),,
STA-20H75I-C-001,TIFFANIE C MEYERS FOR DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-6L1WT2-C-001,COMMITTEE TO ELECT KYLE KIRBY,Active (Non-Exempt),,
STA-S33I8M-C-002,COMMITTEE TO ELECT TOMAKIO GAUSE,Closed (Pending),,
STA-C2523N-C-002,RE-ELECT JUDGE BARNES 2020,Inactive,,
STA-2HO99Y-C-001,EAST WAKE DEMOCRATS,Active (Non-Exempt),,
STA-2POK8I-C-001,GIL FOR WAKE,Inactive,,
STA-C0375N-C-002,CHRISTOPHER COLE FOR NC SENATE 41,Active (Non-Exempt),,
STA-0O78WS-C-001,ANNA KEGLEY FOR DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-2S7M2P-C-001,FRIENDS OF CHARLENE NELSON,Inactive,,
STA-L5AG9J-C-001,DONNA WHITE FOR NC HOUSE (DISTRICT 26),Active (Non-Exempt),,
STA-U308KT-C-001,RALPH HISE FOR NC SENATE,Active (Non-Exempt),,
STA-XWE89R-C-001,COMMITTEE TO ELECT JACOB BAUM,Closed (Pending),,
STA-1NX912-C-001,SAMANTHA CABE FOR DIST CT JUDGE,Active (Non-Exempt),,
STA-1H9535-C-002,COMMITTEE TO RE-ELECT JUDGE BILLY SUTTON,Active (Non-Exempt),,
STA-787J74-C-001,COMMITTEE TO ELECT JUSTIN WALCZAK,Active (Non-Exempt),,
STA-AQ86UY-C-001,ANNA POWELL FOR NC HOUSE,Closed,,
STA-ZSGT94-C-001,THE COMMITTEE TO ELECT BRAD CHAMPION,Active (Non-Exempt),,
STA-83D5KC-C-001,BICKLEY NC SENATE D8,Terminated,,
STA-NG8137-C-001,ALAN JONES FOR NC,Active (Non-Exempt),,
STA-G72Z2Q-C-001,CAMPAIGN TO ELECT STEVEN DIFIORE,Active (Non-Exempt),,
STA-TWBJ5F-C-001,GAYLE HARRIS FOR NC,Closed (Pending),,
STA-8A6FB8-C-001,THE PROGRESSIVE DEMOCRATS OF ORANGE COUNTY,Active (Non-Exempt),,
STA-31942P-C-001,COMMITTEE TO ELECT JASON CAIN,Active (Non-Exempt),,
STA-6UY188-C-001,COMMITTEE TO ELECT VICTORIA FOX,Active (Non-Exempt),,
STA-37ULWT-C-001,COMMITTEE TO ELECT AMANDA BELL,Active (Non-Exempt),,
STA-0YSTM9-C-001,COMMITTEE TO ELECT RYAN BLANKENSHIP,Inactive,,
STA-0R8Z97-C-001,SHAW 4 NC,Active (Non-Exempt),,
STA-UAXDOA-C-001,COMMITTEE TO ELECT J STULTZ,Active (Non-Exempt),,
STA-15944L-C-001,PILKINGTON 4 HOUSE,Closed,,
STA-P9969I-C-001,COMMITTEE TO ELECT FRED VON CANON,Active (Non-Exempt),,
STA-8NG066-C-001,COMMITTEE TO ELECT WILL LONG,Active (Non-Exempt),,
STA-5462Z4-C-002,RODERICK DAVIS ELECTION COMMITTEE,Active (Non-Exempt),,
STA-E63R4U-C-001,DAVIS FOR NC HOUSE,Active (Non-Exempt),,
STA-V5D8B7-C-001,COMMITTEE TO ELECT ALLEN CHAPPELL,Closed,,
STA-C0568N-C-001,CITIZENS FOR SCOTT THOMAS,Closed (Pending),,
STA-13PFSM-C-001,TEA NC PAC,Inactive,,
STA-F618R0-C-001,COMMITTEE TO ELECT HALEY SINK,Closed,,
STA-Z00207-C-001,COMMITTEE TO RE-ELECT JUDGE ERICKA JAMES,Inactive,,
STA-0S1554-C-001,MOUNTAIN AREA CITIZENS PAC,Closed (Pending),,
STA-F4J8ZG-C-001,COMMITTEE TO ELECT JULIAN DOBY,Closed,,
FED-C4671N-C-001,LABORATORY CORP OF AMERICA HOLDINGS POL PARTICIPATION COMM,Active (Non-Exempt),,
STA-C2910N-C-004,COMM TO RE-ELECT JUDGE VICTORIA L ROEMER,Inactive,,
STA-A7Z047-C-001,COMMITTEE TO ELECT KIM COLEY,Active (Non-Exempt),,
STA-626LJE-C-001,LANDIS FOR NC STATE HOUSE,Active (Non-Exempt),,
STA-5UWO1G-C-001,LOFTON FOR NORTH CAROLINA,Active (Non-Exempt),,
STA-DV7CX8-C-001,JEFF SCOTT NC,Closed (Pending),,
STA-C2758N-C-001,KEEP HUNT GWYN SUPERIOR COURT JUDGE,Active (Non-Exempt),,
STA-0RF3MH-C-001,CONSERVATIVES FOR JUSTICE,Active (Non-Exempt),,
STA-8J0J39-C-002,CITIZENS TO ELECT NICOLLE T. PHAIR,Active (Non-Exempt),,
STA-C2302N-C-003,COMM TO ELECT JUDGE OLA M LEWIS,Closed (Pending),,
STA-C3219N-C-001,NC REALTORS PAC,Active (Non-Exempt),,
STA-9I1622-C-001,CHRIS MEADOWS FOR NC,Active (Non-Exempt),,
FED-7773X4-C-001,PATRICIA TIMMONS-GOODSON FOR CONGRESS,Active (Non-Exempt),,
STA-0FS5F9-C-001,ELECT RUSSELL ROWE,Active (Non-Exempt),,
STA-YY343G-C-001,DONNA LAKE FOR NC ,Active (Non-Exempt),,
FED-2C1R45-C-001,DEBORAH ROSS FOR CONGRESS,Active (Non-Exempt),,
FED-A4H1G8-C-001,AMERICAN AIRLINES PAC,Closed (Pending),,
FED-T97PXE-C-001,GINA COLLIAS FOR CONGRESS CAMPAIGN,Closed (Pending),,
STA-9C2K3Z-C-001,COMMITTEE TO ELECT SUSAN ZACH FOR DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-W28H80-C-001,COMMITTEE TO ELECT CLINTON HONEY,Active (Non-Exempt),,
STA-469W88-C-001,COMMITTEE TO ELECT EUGENE PEARSALL,Active (Non-Exempt),,
STA-KIV5T1-C-001,WILLIAM CHARLES FARRIS,Inactive,,
STA-CFH2HZ-C-001,A.A.C. LINCOLN DEC,Active (Exempt),,
STA-JB16U3-C-001,COMMITTEE TO ELECT TIFFANY WILSON DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-7865WU-C-001,CTE GEORGE GILSON JR.,Active (Non-Exempt),,
FED-7B00FT-C-001,BIPARTISAN VOLUNTARY PUBLIC AFFAIRS COMMITTEE ,Active (Non-Exempt),,
STA-C3340N-C-001,AT&T NC PAC ,Active (Non-Exempt),,
STA-VO9765-C-001,COMMITTEE TO ELECT BOB PENLAND NC SENATE 49,Closed (Pending),,
STA-C0247N-C-001,COMMITTEE TO ELECT LARRY E. NORMAN,Active (Non-Exempt),,
STA-37PGK4-C-001,SALLY FOR NC HOUSE,Active (Non-Exempt),,
STA-C3246N-C-001,PIEDMONT STONE CENTER PAC,Active (Non-Exempt),,
STA-C3361N-C-001,DRIVE CHAPT 71 INTL BROTHERHOOD OF TEAMSTERS,Active (Non-Exempt),,
STA-QJ29A0-C-001,MARIO FOR NC SENATE,Active (Non-Exempt),,
STA-C4364N-C-001,LOWER CAPE FEAR RW,Active (Non-Exempt),,
STA-C3886N-C-001,GRANVILLE DEC,Active (Non-Exempt),,
STA-0H45PB-C-001,LARRY C STRICKLAND CAMPAIGN COMMITTEE,Active (Non-Exempt),,
STA-E7S975-C-003,KENT HARRELL FOR SUPERIOR COURT JUDGE,Inactive,,
STA-1723HQ-C-001,AMBER BAKER CAMPAIGN,Active (Non-Exempt),,
STA-3077T4-C-001,COMMITTEE TO ELECT BRYAN CORBETT,Active (Non-Exempt),,
STA-6S8V4H-C-001,GUY SMITH FOR NC HOUSE,Active (Non-Exempt),,
STA-29H4NO-C-001,FRIENDS OF JAMIE HODGES,Active (Non-Exempt),,
STA-G8O594-C-002,COMM TO ELECT CLAIBORNE HOLTZMAN,Active (Non-Exempt),,
STA-6736R8-C-001,ALLEN MCNEILL FOR NC HOUSE,Active (Non-Exempt),,
STA-C0784N-C-001,JERRY W TILLMAN FOR NC SENATE,Active (Non-Exempt),,
STA-E77NNR-C-001,CHARLES GRAHAM CAMPAIGN,Active (Non-Exempt),,
STA-L5UYGI-C-001,JIM MEREDITH FOR NORTH CAROLINA,Closed (Pending),,
STA-G428BY-C-001,CAMPAIGN FOR JON BLAKE,Active (Non-Exempt),,
STA-4IBVJZ-C-001,JANE LEDWELL-GANT FOR NC SENATE,Active (Non-Exempt),,
STA-C3682N-C-001,BLADEN CTY IMPROV ASSN PAC,Active (Non-Exempt),,
STA-C3685N-C-001,DUPLIN CTY PROGRESSIVE LEADERSHIP ORG,Terminated,,
FED-9WK14O-C-001,REPUBLIC SERVICES INC EMPL FOR BETTER GOVT PAC ,Active (Non-Exempt),,
STA-5A79AO-C-001,SUSIE SCOTT FOR NC,Active (Non-Exempt),Active (Non-Exempt),
STA-83U37R-C-001,"COALITION FOR UNITY, DIVERSITY AND JUSTICE",Active (Non-Exempt),,
STA-3L25B3-C-001,OVERCASH FOR NC HOUSE,Closed (Pending),,
STA-I4XEJ7-C-001,UNION COUNTY SENIOR DEMOCRATS,Active (Non-Exempt),,
STA-394ZF4-C-001,CAM FOR JUDGE ,Inactive,,
STA-42Q2S7-C-001,COMMITTEE TO ELECT REGGIE MCKNIGHT,Closed (Pending),,
STA-315DE3-C-001,ALAMANCE RW ,Active (Non-Exempt),,
STA-L1L937-C-001,COMMITTEE TO ELECT GENE JOHNSON,Active (Non-Exempt),,
STA-C4214N-C-001,CUMBERLAND REC,Active (Non-Exempt),,
STA-C2798N-C-003,JUDGE RICKYE MCKOY-MITCHELL COMMITTEE (DISTRICT COURT),Active (Non-Exempt),,
STA-7496CI-C-001,CITIZENS FIRST PAC,Active (Non-Exempt),,
FED-C4712N-C-001,NC PORK COUNCIL PAC,Active (Non-Exempt),,
STA-1Z301M-C-001,SUPPORTERS OF PAUL DELAMAR,Inactive,,
STA-C4390N-C-001,WAKE RW,Active (Non-Exempt),,
FED-I6M71S-C-001,NATIONAL RURAL ELECTRIC COOPERATIVE ASSOCIATION'S ACTION COMMITTEE FOR RURAL ELECTRIFICATION,Active (Non-Exempt),,
STA-I91341-C-001,KEEP JUDGE CLIFTON SMITH,Active (Non-Exempt),,
STA-O2WOD6-C-001,JOHN AUTRY CAMPAIGN COMM,Active (Non-Exempt),,
STA-VA411E-C-001,LGBTQ DEC OF BUNCOMBE,Active (Exempt),,
STA-C4272N-C-001,STANLY REC,Active (Non-Exempt),,
STA-8G3QV8-C-001,ALMA - DISTRICT 35 WAKE,Closed,,
STA-E47FWK-C-001,ARIN WILHELM FOR NC STATE SENATE,Closed (Pending),,
STA-ZHDD76-C-001,THE COMMITTEE TO ELECT TIFFANY POWERS,Active (Non-Exempt),,
FED-H543YG-C-001,SCOTT COOPER FOR CONGRESS,Active (Non-Exempt),,
STA-C3003N-C-002,SARAH STEVENS FOR HOUSE,Active (Non-Exempt),,
FED-YKTY99-C-001,UNIFI INC PAC,Active (Non-Exempt),,
STA-DFBAHS-C-001,MARY WELLS FOR JUDGE,Active (Non-Exempt),,
STA-39OQ3V-C-001,POPULORUM FOR HOUSE,Active (Non-Exempt),,
STA-09EX81-C-002,MCCULLERS FOR JUDGE COMMITTEE,Inactive,,
FED-0T2J80-C-001,LINDA COLEMAN FOR CONGRESS,Active (Non-Exempt),,
STA-4X8XZ4-C-002,JUSTICE FOR NC HOUSE,Closed,,
STA-C2521N-C-003,JAMES C COLE COMMITTEE,Inactive,,
FED-GESB75-C-001,HARRY SOUTHERLAND FOR CONGRESS,Closed (Pending),,
STA-09WK08-C-001,RIXON FOR NC HOUSE 9,Terminated,,
STA-C3837N-C-001,02ND CONG DIST DEC,Active (Non-Exempt),,
STA-6FK3F7-C-001,AL PISANO FOR NC GOVERNOR,Active (Non-Exempt),,
STA-LGJS9O-C-001,WAKE COUNTY HISPANIC REPUBLICANS,Active (Non-Exempt),,
STA-LA90X7-C-001,DEMOCRATIC MEN OF HARNETT CTY,Active (Non-Exempt),,
STA-C091HA-C-001,AFRICAN AMERICAN CAUCUS OF THE BUNCOMBE COUNTY DEC,Terminated,,
STA-YZSBHP-C-001,AFRICAN AMERICAN CAUCUS OF THE FORSYTH DEM PARTY-NOT UNDER PPO,Active (Exempt),,
STA-3D49F5-C-001,COMMITTEE TO ELECT ANDREW PORTER,Active (Non-Exempt),,
STA-G482LY-C-002,FRIENDS TO ELECT ANDREW WIGMORE JUDGE,Active (Non-Exempt),,
STA-Z7370H-C-001,KIM BOST FOR NC HOUSE,Active (Non-Exempt),,
STA-3C313K-C-001,COMMITTEE TO ELECT MIKE EATMON,Active (Non-Exempt),,
STA-0KXW1X-C-001,COMMITTEE TO ELECT KRISTIN BAKER,Active (Non-Exempt),,
STA-C4375N-C-001,ONSLOW COUNTY REPUBLICAN WOMENS CLUB,Active (Non-Exempt),,
STA-C4215N-C-001,CURRITUCK REC,Active (Exempt),,
STA-6LO3AM-C-001,SONJA P. NICHOLS COMMITTEE,Active (Non-Exempt),,
STA-C3174N-C-003,REILLY FOR DA COMMITTEE,Active (Non-Exempt),,
STA-0865GJ-C-001,PAM DEMARIA FOR NC HOUSE,Active (Non-Exempt),,
STA-PS33TC-C-001,COMMITTEE TO ELECT COREY 4 NC DISTRICT 28,Active (Non-Exempt),,
STA-REMI6K-C-001,COMMITTEE TO ELECT A. RICHARDSON-TUCKER JUDGE,Closed,,
FED-7F7047-C-001,CONSERVATIVE COALITION OF NC,Closed (Pending),,
STA-H14DG5-C-002,COMMITTEE TO ELECT DOUG GREEN,Active (Non-Exempt),,
FED-Z1IN5D-C-001,HERBALIFE INTERNATIONAL INC. PAC,Active (Non-Exempt),,
STA-255QRE-C-001,DAVIE DAVIDSON YR,Active (Non-Exempt),,
STA-129G0B-C-001,CITIZENS FOR JOEY DAVIS,Closed (Pending),,
STA-ZB70B0-C-001,FRIENDS OF JAKE,Active (Non-Exempt),,
STA-OOL3NX-C-001,COMM TO ELECT BRAD HESSEL,Active (Non-Exempt),,
STA-C3878N-C-001,DUPLIN DEC,Active (Non-Exempt),,
FED-2UA713-C-001,CAL FOR NC,Active (Non-Exempt),,
STA-799V59-C-001,FRIENDS OF NATASHA MARCUS,Active (Non-Exempt),,
STA-0ID8K4-C-001,COMMITTEE TO ELECT DAVID A PERRY,Active (Non-Exempt),,
STA-3R0W45-C-001,COMMITTEE TO ELECT FRANN SARPOLUS,Active (Non-Exempt),,
FED-87P2P5-C-001,MCLANE COMP INC FED PAC,Active (Non-Exempt),,
STA-UI2LT5-C-001,JOHN FITZPATRICK SR. CAMPAIGN,Active (Non-Exempt),,
STA-YMJFME-C-001,TRI-COUNTY DW,Active (Non-Exempt),,
STA-OB438C-C-001,TRISH MCALLISTER 2020,Closed (Pending),,
STA-KNA8M5-C-001,COMMITTEE TO ELECT MACK PAUL,Active (Non-Exempt),,
STA-C3993N-C-001,FORSYTH DW,Active (Non-Exempt),,
STA-9XU6PI-C-001,COMMITTEE TO ELECT PATRICK PETSCHE,Inactive,,
FED-J7A44E-C-001,PUBLIX SUPERMARKETS INC ASSOC PAC,Active (Non-Exempt),,
STA-PMV694-C-001,SIPPRELL FOR JUDGE COMM,Inactive,,
STA-U19I62-C-001,COMMITTEE TO ELECT GREGORY J. MILLER,Active (Non-Exempt),,
STA-P5L3FA-C-001,BROSCH USA,Closed (Pending),,
STA-GJ1D4F-C-001,COMMITTEE TO ELECT PATRICK HARRIS,Inactive,,
FED-HFHNNB-C-001,KATHY MANNING FOR CONGRESS,Active (Non-Exempt),,
STA-5Z99O0-C-002,COMMITTEE TO REELECT JUDGE GULLETT,Closed (Pending),,
STA-L016M6-C-001,ONSLOW RBF,Active (Non-Exempt),,
STA-BGOU70-C-001,DUSKIN CORBAN LASSITER,Active (Non-Exempt),,
STA-H6JBRT-C-001,HARNETT RBF,Active (Non-Exempt),,
STA-C3941N-C-001,WAYNE DEC,Active (Non-Exempt),,
FED-WTWUAG-C-001,DAGA PAC,Closed (Pending),,
STA-VPN88Y-C-001,LGBTQ DEMOCRATS OF NC,Active (Non-Exempt),,
STA-C3370N-C-001,NC ASSN OF CPAS PAC,Active (Non-Exempt),,
STA-Y4I97C-C-001,JASON RAMEY FOR DISTRICT ATTORNEY,Active (Non-Exempt),,
STA-H4KG50-C-001,MECKLENBURG COUNTY SENIOR DEMOCRATS,Active (Non-Exempt),,
STA-1LAB96-C-003,CRUMP FOR DISTRICT ATTORNEY COMMITTEE,Active (Non-Exempt),,
STA-7SNO00-C-001,THE YOUNG DEMOCRATS OF HENDERSON AND TRANSYLVANIA COUNTIES,Active (Non-Exempt),,
STA-L3V0E2-C-001,JERRY MCDANIEL FOR NC REP. DISTRICT 27,Active (Non-Exempt),Active (Non-Exempt),
STA-8CA031-C-002,"TARANTINO, JOHN - 2020 NO ORGANIZATIONAL PAPERWORK RECEIVED",Active (Non-Exempt),Active (Non-Exempt),
STA-PD270J-C-002,"MCWHIRTER, COLIN P - 2020 NO ORGANIZATIONAL PAPERWORK RECEIVED",Active (Non-Exempt),Active (Non-Exempt),
STA-Q2WI5D-C-001,"MORROW, ANTHONY R - 2020 NO ORGANIZATIONAL PAPERWORK RECEIVED",Active (Non-Exempt),,
STA-L1S75G-C-001,COMM TO ELECT GABRIEL ZELLER DISTRICT COURT JUDGE,Active (Non-Exempt),,
FED-0XW8SE-C-001,FUTURE NOW FUND,Active (Non-Exempt),,
STA-I7U9L5-C-001,CRYSTAL COAST YR,Active (Exempt),,
STA-W2IF94-C-001,JOHNSON FOR LT. GOV.,Inactive,,
STA-SVCU46-C-001,COMMITTEE TO ELECT ASHLEIGH DUNSTON,Active (Non-Exempt),,
STA-TYO71F-C-002,COMM TO KEEP BRENDA GREEN BRANCH DISTRICT COURT JUDGE,Active (Non-Exempt),,
FED-3N6C8Z-C-001,MCGUIREWOODS FED PAC,Active (Non-Exempt),,
STA-7WT45U-C-001,JIM BURGIN FOR SENATE COMMITTEE,Active (Non-Exempt),,
STA-C3859N-C-001,BUNCOMBE DEC,Active (Non-Exempt),,
STA-P3K19V-C-001,DAVIS FOR NC SENATE,Active (Non-Exempt),,
STA-4H1RS4-C-002,KANDIE SMITH FOR NC HOUSE 8,Active (Non-Exempt),,
STA-C3301N-C-001,NC BAIL AGENTS ASSN PAC,Active (Non-Exempt),,
STA-L6FQEU-C-001,WILLIAM YOUNG FOR DISTRICT 43,Active (Non-Exempt),,
STA-S7GG5S-C-001,COMM TO ELECT MICHELE PRESNELL,Closed (Pending),,
STA-C3369N-C-001,NC ASSN OF BROADCASTERS PAC,Active (Non-Exempt),,
STA-C3384N-C-001,NC CABLE PAC ,Inactive,,
STA-S946B0-C-001,SCOTT FOR DISTRICT ATTORNEY,Active (Non-Exempt),,
STA-76E2TP-C-001,COMMITTEE TO ELECT RAYMOND SMITH,Active (Non-Exempt),,
STA-T6FBF7-C-001,ROBERT GILMORE FOR DISTRICT COURT JUDGE,Active (Non-Exempt),,
STA-U2M5ML-C-001,COMM TO ELECT EDDIE GALLIMORE,Active (Non-Exempt),,
STA-B4TA2C-C-001,COMMITTEE TO ELECT MCNEELY FOR N.C. HOUSE,Active (Non-Exempt),,
STA-GO8G11-C-002,ANN HARLAN,Inactive,,
STA-1E352N-C-001,CLARK POPE FOR DISTRICT 11,Active (Non-Exempt),,
STA-K4CC7J-C-001,COMMITTEE TO ELECT DAVID STRICKLAND,Active (Non-Exempt),,
STA-5A6788-C-001,COMM TO RE-ELECT ELIZABETH THORNTON TROSCH,Active (Non-Exempt),,
STA-797923-C-001,MOHAMMED FOR NORTH CAROLINA,Active (Non-Exempt),,
STA-O3KT5T-C-001,COMMITTEE TO ELECT ISAAC BURKE,Active (Non-Exempt),Active (Non-Exempt),
FED-C4VQ1S-C-001,"REGIONAL ANESTHESIA, PLLC PAC",Active (Non-Exempt),,
STA-M4HR0Y-C-001,COMMITTEE TO ELECT DAN FOREST,Active (Non-Exempt),,
STA-ZS8F96-C-001,NORTH CAROLINA EAST AFRICAN AMERICAN CAUCUS,Active (Non-Exempt),,
STA-49LK39-C-001,MAHER FOR NORTH CAROLINA,Active (Non-Exempt),,
STA-C4078N-C-001,YOUNG DEMOCRATS OF MECKLENBURG COUNTY,Terminated,,
STA-VNJ9GF-C-001,BEST FOR JUDGE,Active (Non-Exempt),,
STA-P76849-C-001,WILKES RBF,Active (Non-Exempt),,
STA-C1098N-C-001,COMM TO RE-ELECT JEAN FARMER-BUTTERFIELD,Closed (Pending),,
STA-C0FHG7-C-001,APARTMENT ASSN OF NC PAC,Active (Non-Exempt),,
STA-C4234N-C-001,HERTFORD REC,Active (Non-Exempt),,
STA-C8K7TN-C-001,GUILFORD YR,Active (Non-Exempt),,
STA-Y56Z41-C-001,MARK CAVALIERO FOR NC SENATE,Active (Non-Exempt),,
STA-MP819O-C-001,BRIAN FARKAS FOR NC HOUSE,Active (Non-Exempt),,
FED-KT7U15-C-001,CVS HEALTH PAC,Active (Non-Exempt),,
STA-C67597-C-003,RE-ELECT GAYLOR FOR DISTRICT COURT JUDGE,Active (Non-Exempt),Active (Non-Exempt),
FED-S9LFF5-C-001,"CENTER FOR INTERNATIONAL EDUCATION, INC POLITICAL ACTION COMMITTEE",Active (Non-Exempt),,
FED-C4697N-C-001,WASTE MANAGEMENT EMPLOYEES BETTER GOVT FUND,Active (Non-Exempt),,
STA-ZI0OZ1-C-001,MOORE REPUBLICAN BUILDING FUND ,Active (Non-Exempt),,
STA-05J9KU-C-001,COMMITTEE TO ELECT RICKY HURTADO,Active (Non-Exempt),,
STA-G2Y50D-C-002,JUDGE DEBRA SASSER COMM,Closed (Pending),,
STA-3GC59R-C-001,TRIANGLE APARTMENT ASSN PAC,Active (Non-Exempt),,
FED-Q8626Z-C-001,KOCH INDUSTRIES INC PAC,Active (Non-Exempt),,
STA-YSA6RR-C-001,KEEP JUDGE FICKLING-ALVAREZ,Active (Non-Exempt),,
STA-2NFDPR-C-001,COMM TO ELECT LEE ZACHARY TO NC HOUSE,Active (Non-Exempt),,
STA-K25WJ0-C-001,FORSYTH DM,Active (Non-Exempt),,
STA-C4131N-C-001,NC SD,Active (Non-Exempt),,
STA-38DF00-C-001,TEA PARTY OF GREATER GASTON COUNTY,Active (Non-Exempt),,
STA-D34P1G-C-001,TOOLE FOR NC ,Active (Non-Exempt),,
STA-C4376N-C-001,PITT RW,Active (Non-Exempt),,
STA-C3191N-C-001,TRUIST (BRANCH BANKING & TRUST COMP OF NC PAC),Active (Non-Exempt),,
STA-114XX5-C-001,ELECT ED GOODWIN,Active (Non-Exempt),,
STA-TC833X-C-001,COMMITTEE TO ELECT TIM HEATH,Active (Non-Exempt),,
FED-H0H056-C-001,NATIONAL DEMOCRATIC REDISTRICTING PAC,Active (Non-Exempt),,
STA-C3897N-C-001,JOHNSTON DEC,Active (Non-Exempt),,
STA-601984-C-001,GOPAC NC 2008,Inactive,,
FED-85Z45X-C-001,ASSOCIATIONS INC PAC (ASSOCIA PAC),Active (Non-Exempt),,
STA-C2404N-C-003,CAMPAIGN TO RE-ELECT JUDGE L TODD BURKE,Inactive,,
STA-8UHFLL-C-001,FORMAN 4 CHANGE NC102,Active (Non-Exempt),,
STA-BW5RDK-C-001,RAMEY KEMP AND ASSOCIATES PAC,Active (Non-Exempt),,
