STA-C0010N-C-001,DIST 25 MULTI-CANDIDATE COMM FOR KEN MILLER DENNIS REYNOLDS,Closed,,
STA-C0008N-C-001,DORIS HUFFMAN COMM 1994,Closed,,
STA-C3336N-C-001,DUKE ENERGY CORP PAC STATE,Closed,,
FED-C4635N-C-001,EASTPAC  PAC OF EASTMAN CHEMICAL COMP,Closed,,
STA-C3522N-C-001,FAMILIES FOR ASHEVILLES FUTURE,Closed,,
STA-C3193N-C-001,FIRST CITIZENS BANK PAC STATE,Closed,,
FED-C4645N-C-001,G-P EMPL FUND OF GEORGIA-PACIFIC CORP,Closed,,
STA-C2275N-C-001,GEORGE R BARRETT CAMPAIGN,Closed,,
STA-C1648N-C-001,GILDA A JACKSON COMM,Closed,,
STA-C3548N-C-001,GRASS ROOTS NC POL VICTORY FUND,Closed,,
STA-C3552N-C-001,GREEN LEVEL INCORPORATION MOVEMENT PAC,Closed,,
STA-P438Y3-C-001,GREG GORHAM FOR JUDGE ,Closed,,
STA-C3715N-C-001,GUILFORD CTY BLACK REP FOR COMMUNITY EMPOWERMENT,Closed,,
STA-C0013N-C-001,HAYWOOD CTY FRIENDS FOR LISTON RAMSEY,Closed,,
STA-C2219N-C-002,HENRY E FRYE JR FOR SUPERIOR CT,Closed,,
STA-U711DP-C-001,HERB 2008 (HERBERT M SOBEL),Closed,,
STA-9E0H75-C-001,HILDA L MORTON FOR NC HOUSE,Closed,,
STA-C3455N-C-001,HOME RULE COMM PAC,Closed,,
FED-C4623N-C-001,INTEGON PAC FED,Closed,,
STA-C3280N-C-001,INTEGON PAC NC,Closed,,
STA-1IAG38-C-001,AT&T MOBILITY LLC EMPL STATE PAC,Closed,,
STA-C3485N-C-001,IMPAC 2000 NC,Closed,,
STA-C0438N-C-001,JOE H HEGE JR FOR LT GOVERNOR,Closed,,
STA-24Y088-C-001,JUDGE MARSHALL BICKETT 2008 COMM ,Closed,,
STA-8UWX2Y-C-001,WILKES MILLERS CREEK PD,Closed,,
STA-97Z8F0-C-001,ELECT BARRY FOR NC HOUSE 83 (BARRY G RICHARDS),Closed,,
FED-C4563N-C-001,MARINER POST ACUTE NETWORK PAC (FORMELY LIVING CENTERS OF AMERICA PAC),Closed,,
STA-0R9CV2-C-001,MCCRORY-DAUGHTRIDGE JOINT COMM,Closed,,
STA-W3I3M7-C-001,MOORE-HAWKINS JOINT CAMPAIGN COMM,Closed,,
STA-C0035N-C-001,NASH CTY COMM FOR JIM HUNT,Closed,,
STA-C3581N-C-001,NC ASSN OF CTY COMMISSIONERS 1993 STATE REFERENDA COMM,Closed,,
STA-C3580N-C-001,NC LEAGUE OF MUNICIPALITIES REFERENDUM COMM,Closed,,
STA-C3588N-C-001,NC TAXPAYERS UNITED REFERENDUM COMM,Closed,,
STA-C3461N-C-001,NC WOMEN ELECT DEM CAUCUS,Closed,,
STA-C3697N-C-001,NC WOMENS POL CAUCUS PAC,Inactive,,
STA-C3576N-C-001,NORTH CAROLINIANS FOR OUR UNIVERSITY OUR FUTURE,Closed,,
STA-C3577N-C-001,NORTH CAROLINIANS FOR EDU JOBS & PROGRESS COMM,Closed,,
STA-LKXI2K-C-001,COMM TO ELECT KRISTIAN N ALLEN,Closed,,
STA-C0004N-C-001,PARTICIPATING CANDIDATES COMM FOR CAMPAIGN TV,Closed,,
STA-C3582N-C-001,PROFESSIONAL ENGINEERS OF NC REFERENDUM COMM,Closed,,
STA-YJ2PAT-C-001,COMM TO ELECT MARILYN MAYNARD,Closed,,
STA-C2970N-C-001,RE-ELECT FOX JUDGE,Closed,,
STA-PB68F2-C-001,REP STATE LEADERSHIP COMM NC PAC,Closed,,
STA-IF92RD-C-001,REPUBLICAN SENATE LEADERSHIP COMM,Closed,,
STA-C3049N-C-001,RICHARD N ADAMS FOR DIST CT JUDGE,Closed,,
STA-C0459N-C-002,RICHMOND CTY CITIZENS FOR CAMPBELL,Closed,,
STA-C1658N-C-001,ROBINSON COMM,Closed,,
STA-C0014N-C-001,ROCKINGHAM RW FOR,Closed,,
STA-TGM6M2-C-001,SHOOK FOR NC SENATE ,Closed,,
STA-J5SG12-C-001,SUPPORTERS OF NORTHWEST WATER DIST,Closed,,
FED-C4716N-C-001,UFCW ACTIVE BALLOT CLUB,Closed,,
STA-C0009N-C-001,WAKE CITIZENS FOR ERIN WIB & LINDA,Closed,,
STA-C3589N-C-001,WAKE CTY TAXPAYERS ASSN REFERENDUM COMM,Closed,,
STA-C3578N-C-001,WAYNE CTY CITIZENS FOR BETTER TAX CONTROL,Closed,,
STA-C2648N-C-001,COMM TO RE-ELECT JUDGE BETH KEEVER,Closed,,
STA-C2884N-C-003,COMM TO RE-ELECT JUDGE ALLOWAY,Closed,,
STA-3WY5QS-C-001,COMM TO ELECT DEBORAH PELONE BROWN,Closed,,
STA-C2046N-C-001,DAVID ALMOND FOR NC HOUSE,Closed,,
STA-HC604Z-C-001,COMM TO ELECT CARY MORRIS,Closed,,
FED-C4638N-C-001,PERRY MANUFACTURING COMP PAC,Closed,,
STA-C3052N-C-003,DEWEY HUDSON FOR DA COMM,Closed,,
STA-C2789N-C-002,RON CHAPMAN FOR JUDGE,Closed,,
STA-C2049N-C-001,EUGENE MCCOMBS COMM,Closed,,
STA-4KR9EA-C-001,STEGENGA FOR HOUSE,Closed,,
STA-C1037N-C-001,THOMPSON SENATE COMM,Closed,,
STA-C4504N-C-001,ROWAN LEC,Closed,,
STA-C4081N-C-001,PITT YD,Closed,,
STA-3TQZXU-C-001,COMM TO ELECT LOUISE M SMITH,Closed,,
STA-G482LY-C-001,COMM TO ELECT ANDREW WIGMORE DIST CT JUDGE,Closed,,
STA-C4517N-C-001,LINCOLN LEC,Closed,,
STA-MU34E4-C-001,RICH JARMAN FOR NC SENATE,Closed,,
STA-C1856N-C-001,GENE WILSON FOR NC HOUSE,Closed,,
STA-C3040N-C-001,COMM TO RE-ELECT JUDGE REDWING,Closed,,
STA-2LK92N-C-001,BILL BOYD FOR LT GOVERNOR,Closed,,
STA-C3786N-C-001,GUILFORD FIRST PAC,Closed,,
STA-74M20Z-C-001,COMM TO ELECT RACHEL JOINER MERRILL FOR NC SENATE 8,Closed,,
FED-C4566N-C-001,OUTBACK STEAKHOUSE PAC,Closed,,
STA-2Y54Y3-C-001,FRIENDS TO ELECT FRANKIE ROBERTS,Closed,,
STA-N597WY-C-001,MADAME JUSTICE PAC,Closed,,
STA-C2937N-C-001,KYLE D AUSTIN CANDIDATE,Closed,,
STA-C2937N-C-002,KYLE D AUSTIN,Closed,,
STA-C4295N-C-001,CALDWELL RM,Active (Exempt),,
STA-VYHT68-C-001,COMM TO ELECT SYBIL MANN,Closed,,
STA-ORRL35-C-001,COMM TO ELECT SAM BREWER,Conditionally Closed,,
STA-C3047N-C-002,SUSAN E WILSON CANDIDATE,Closed,,
STA-B2U3QD-C-002,ABRAHAM OUDEH FOR SENATE,Closed,,
STA-C3332N-C-001,ALLTEL CORP ACTION ALLIANCE,Closed,,
STA-C3277N-C-001,ASHEVILLE ANESTHESIA ASSOC,Closed,,
STA-Q46I68-C-001,NC YOUNG PROFESSIONALS CAUCUS,Closed,,
STA-C3215N-C-001,CAROLINAS ELECTRICAL CONTRACTORS PAC ,Inactive,,
STA-9LIF84-C-001,CHRIS ROGERSON FOR DIST CT JUDGE,Inactive,,
FED-C4687N-C-001,CHRYSLER SERVICE CONTRACTS INC PAC ,Closed,,
STA-C4481N-C-001,UNC-CH CR,Closed,,
STA-HNYY28-C-001,COGNAC FOR NC HOUSE,Closed,,
STA-1LAB96-C-002,COMM TO ELECT AVERY MICHELLE CRUMP DIST CT JUDGE,Closed,,
STA-SJNJ8B-C-001,COMM TO ELECT DAN ANTHONY FOR DIST CT JUDGE,Closed,,
STA-ALY739-C-001,COMM TO ELECT DONNA FORGA,Closed,,
STA-853TOY-C-001,COMM TO ELECT GARY HENDERSON FOR JUDGE,Closed,,
STA-C2554N-C-002,COMM TO ELECT JUDGE JAMES MOORE,Closed,,
STA-J48A26-C-002,COMM TO ELECT LARRY PITTMAN,Closed,,
STA-C2922N-C-002,COMM TO ELECT PETER A SMITH JUDGE,Conditionally Closed,,
STA-31XC83-C-001,COMM TO ELECT POLLY SIZEMORE FOR DIST CT JUDGE,Closed,,
STA-C2886N-C-003,COMM TO ELECT ROBERT ENOCHS 2008,Closed,,
STA-C1945N-C-001,JAMES C CARPENTER CANDIDATE,Closed,,
STA-H5T633-C-001,COMM TO ELECT RODERICK WRIGHT DIST JUDGE,Closed,,
STA-M65BC2-C-001,COMM TO ELECT RON JUSTICE DIST CT JUDGE,Conditionally Closed,,
STA-C2752N-C-002,COMM TO ELECT TANYA WALLACE SUPERIOR CT JUDGE ,Conditionally Closed,,
STA-2BY7JF-C-001,COMM TO ELECT TRACY HICKS BARLEY DIST CT JUDGE,Closed,,
STA-76Y8W0-C-001,COMM TO ELECT WALLACE BRADSHER DA,Closed,,
STA-C0916N-C-001,HORTON FOR NC SENATE,Closed,,
STA-LV31BO-C-001,JUDGE GORE SUPREME CT COMM,Closed,,
STA-QF54W6-C-002,COMM TO KEEP JUDGE PHYLLIS GORHAM,Closed,,
STA-C2504N-C-002,COMM TO RE-ELECT JUDGE ERVIN,Closed,,
STA-C2699N-C-003,COMM TO RE-ELECT JUDGE JEFF MOORE,Closed,,
STA-GZY6S4-C-001,COMM TO RE-ELECT JUDGE MCCULLOUGH,Closed,,
STA-C2735N-C-002,COMM TO RE-ELECT JUDGE SUSAN R BURCH,Closed,,
STA-3228OO-C-001,COMM TO RE-ELECT JUDGE TODD OWENS ,Closed,,
STA-6OHDCC-C-001,CONNECTIONS FOR COMMUNITY PROGRESS ,Closed,,
STA-C3955N-C-001,IREDELL DM,Closed,,
STA-C1989N-C-001,KEITH WHITED,Closed,,
STA-C0718N-C-001,DAVID F WEINSTEIN CAMPAIGN,Closed,,
STA-C3975N-C-001,DAVIDSON DW,Closed,,
STA-C3665N-C-001,DEM GOVERNORS ASSOC NC,Closed,,
STA-C1111N-C-001,EARL JONES CAMPAIGN,Closed,,
STA-ZUDSTO-C-001,ELECT JUDGE MIKE MORGAN COMM,Closed,,
STA-C1925N-C-001,ELECT MCCORMICK NC HOUSE,Closed,,
STA-C3342N-C-001,COMM FOR RESPONSIBLE GOVT DOMINION RESOURCES INC,Closed,,
STA-C1701N-C-001,CONGLETON FOR HOUSE,Closed,,
STA-C1956N-C-001,HARTKOPF FOR HOUSE 55,Closed,,
STA-7ZF8PT-C-001,FRED F STEEN II FOR NC HOUSE,Closed,,
STA-C4381N-C-001,RUTHERFORD RW,Closed,,
STA-8S4T7V-C-001,GAINES FOR JUDGE,Closed,,
STA-C4306N-C-001,GASTON RM,Active (Exempt),,
STA-C2615N-C-001,KEEP MIKE MORGAN ON DIST CT COMM,Closed,,
STA-57FAD2-C-001,GREENVILLE GREEN PARTY,Closed,,
STA-C3810N-C-001,GROUP TO ELECT CONSERVATIVE REP ,Closed,,
STA-C2863N-C-001,JUDGE STUBBS ELECTION COMM,Closed,,
FED-C4572N-C-001,HSBC NORTH AMERICA PAC,Closed,,
STA-47W21S-C-001,HUDDLESTON FOR HOUSE,Closed,,
STA-Q1K729-C-001,INDEPENDENT MINORITY PAC,Closed,,
STA-C0953N-C-003,JOHNATHAN RHYNE COMM,Closed,,
STA-3E9S21-C-001,JONES FOR JUDGE,Closed,,
STA-C2730N-C-001,JUDGE A ROBINSON HASSELL CAMPAIGN ,Closed,,
STA-C2231N-C-001,JUDGE BOB HUNTER FOR NC SUPREME CT,Closed,,
STA-C2331N-C-003,JUDGE BRASWELL RE-ELECTION COMM,Closed,,
STA-C2655N-C-002,JUDGE CHERI BEASLEY FOR NC CT OF APPEALS,Closed,,
STA-C2401N-C-001,JUDSON D DERAMUS CAMPAIGN,Closed,,
STA-O31GLM-C-001,KELLY PATTERSON FOR DIST CT JUDGE,Inactive,,
STA-6080KZ-C-001,LARRY BROWN FOR NC HOUSE,Closed,,
STA-O2Y9QZ-C-001,MCWILLIAMS FOR STATE HOUSE,Closed,,
STA-YU82U9-C-001,NC ASSOC OF COMMUNITY ORGANIZATIONS FOR REFORM NOW PAC,Closed,,
STA-00R968-C-001,NC BIKEPAC,Inactive,,
STA-1PC45Q-C-001,NC REP CAMPAIGN COMM,Closed,,
STA-C3568N-C-001,NC THOROUGHBRED RACING ACTION COMM,Closed,,
STA-C3779N-C-001,NC VOTER EDU PROJECT,Closed,,
STA-6WDJJ2-C-001,NORTHAMPTON AFRICAN AMERICAN CAUCUS OF THE DEM PARTY,Closed,,
STA-2I3BD4-C-001,NORTHEAST ANESTHESIA & PAIN SPECIALIST PAC,Active (Non-Exempt),,
STA-C4080N-C-001,ORANGE YD,Closed,,
STA-C3762N-C-001,ORIGINAL UNDERGROUND RR TO THE POLLS,Closed,,
FED-C4660N-C-001,OWENS CORNING BETTER GOVT FUND,Closed (Pending),,
STA-C1716N-C-002,LARRY HALE NC HOUSE,Closed,,
STA-C0564N-C-001,COMM TO ELECT FRANK W BALLANCE,Closed,,
STA-C1622N-C-001,EDD NYE FOR STATE HOUSE,Closed,,
STA-E7S975-C-001,KENT HARRELL FOR DIST CT JUDGE,Closed,,
STA-C2650N-C-001,COMM TO RE-ELECT JUDGE DONALDSON,Closed,,
STA-2IU852-C-001,BROWN FOR JUDGE,Closed,,
STA-C4394N-C-001,YADKIN RW,Closed,,
STA-09YBKY-C-001,PERRY FOR JUDGE,Closed,,
STA-6M0589-C-001,LEDFORD FOR SENATE,Closed,,
FED-ESWT9D-C-001,ROCHE INC GOOD GOVT COMM,Closed,,
STA-KA6688-C-001,RUSSELL DAVIS FOR DA,Closed,,
STA-C0834N-C-001,LAURA PADGETT FOR NC SENATE,Closed,,
STA-Q0PWR9-C-001,SOUTH GRANVILLE PAC,Active (Non-Exempt),,
FED-C4601N-C-001,SOUTHEAST ANESTHESIA ASSOC PAC,Closed,,
STA-C3251N-C-001,SOUTHEASTERN RADIOLOGY ORG PAC,Active (Non-Exempt),,
STA-C3033N-C-002,STEPHEN KEARNEY FOR DIST CT JUDGE,Closed,,
STA-61Y84X-C-001,STEVE GOSS FOR NC SENATE,Closed,,
FED-G8N6M4-C-001,TENN PAC,Closed,,
STA-B1Q324-C-001,TOTTEN ELECT,Conditionally Closed,,
STA-CW28S5-C-001,VOTEWESTMORELAND.COM,Closed,,
STA-V89XNE-C-001,WESTERN EYE MD PAC,Closed,,
STA-JJRQ3H-C-001,WILLIAM VINES FOR NC HOUSE OF REPRESENTATIVES,Closed,,
STA-058B2N-C-001,WOMBLE NC PAC,Closed,,
STA-36604Z-C-001,WYRICK ROBBINS YATES & PONTON PAC,Inactive,,
STA-IZN6YS-C-001,AFRICAN AMERICAN CAUCUS OF ROBESON CTY DEC PAC,Closed,,
STA-C3561N-C-001,A BETTER CHARLOTTE MECKLENBURG POL COMM,Closed,,
FED-394WM3-C-001,OLDCASTLE MATERIALS INC PAC,Closed,,
STA-C2654N-C-001,MICHAEL C BOOSE CAMPAIGN,Closed,,
STA-C0497N-C-002,DELLINGER COMM,Closed,,
STA-08021O-C-001,NORWOOD CLARK FOR NC SENATE,Closed,,
STA-DCYAP9-C-001,NANCY PHILLIPS ELECTION CAMPAIGN COMM,Closed,,
STA-9S3C22-C-001,COMM TO ELECT DON HARROP JUDGE,Closed,,
STA-C1831N-C-001,MUNFORD FOR HOUSE COMM,Closed,,
STA-C4419N-C-001,ALBEMARLE RW,Closed,,
STA-CL3W91-C-001,RICHARD WRIGHT FOR NC HOUSE,Closed,,
STA-U9078K-C-001,ROCKEY FOR JUDGE,Closed,,
FED-8576C1-C-001,SCHERING-PLOUGH CORP BETTER GOVT FUND,Closed,,
STA-4KOHYF-C-001,RICK CHAMPION FOR DA,Closed,,
STA-C2910N-C-002,COMM TO RE-ELECT JUDGE VICTORIA ROEMER,Closed,,
STA-C1989N-C-002,KEITH WHITED FOR JUDGE COMM,Closed,,
STA-C1301N-C-002,DAVID SMITH COMM,Closed,,
STA-Y337S7-C-001,COMM TO ELECT BROCK WINSLOW,Closed,,
STA-H7Y67D-C-001,W DAVID GUICE FOR NC HOUSE,Closed,,
STA-C1539N-C-001,SPIVEY FOR NC HOUSE,Closed,,
STA-C3079N-C-001,SAM CURRIN FOR DA CAMPAIGN,Closed,,
STA-G7FD04-C-001,SID SOWERS ELECTION COMM,Closed,,
STA-XXY10Q-C-002,SMITH FOR NC HOUSE (ERIC SMITH),Closed,,
STA-C1036N-C-002,FRED SMITH GOVERNOR 2008,Closed,,
STA-IK5690-C-001,FRIENDS OF TRISTAN PATTERSON,Closed,,
STA-C0783N-C-001,THOMPSON FOR NC STATE SENATE,Closed,,
STA-C2693N-C-001,CITIZENS FOR RICHARD BROWN ,Closed,,
STA-ZW483H-C-001,GOOCH COMM,Closed,,
STA-82C18E-C-001,COMM TO ELECT CHRIS PARRISH TO THE NC CT OF APPEALS,Closed,,
STA-Q831C1-C-001,THAYNE CONRAD ELECTION COMM,Conditionally Closed,,
STA-C2481N-C-001,COMM TO ELECT JUDGE BONER,Closed,,
STA-C4432N-C-001,GUILFORD YR,Closed,,
STA-X352B8-C-001,COMM TO ELECT JOY K ALFORD-BRAND DIST CT JUDGE,Inactive,,
STA-D2H20O-C-001,NC MAIN STREET DEM,Closed,,
STA-D55J2X-C-001,PONS FOR SENATE,Closed,,
STA-C2909N-C-003,JUDGE CHESTER DAVIS RE-ELECTION COMM ,Closed,,
STA-C4365N-C-001,MACON RW,Closed (Pending),,
STA-C2653N-C-001,JOHN W DICKSON CAMPAIGN,Conditionally Closed,,
STA-C1800N-C-002,VOTE FOR JIM RUMLEY COMM,Closed,,
STA-294V10-C-001,COMM TO ELECT STEPHANIE VILLAVER FOR JUDGE,Conditionally Closed,,
STA-C1800N-C-003,ELECT JIM RUMLEY COMM,Closed,,
STA-C0551N-C-001,COMM TO ELECT VERNON MALONE,Closed,,
STA-5P47OI-C-001,TONY MOORE FOR NC HOUSE,Closed,,
STA-5P47OI-C-002,TONY MOORE FOR SENATE,Closed,,
STA-WP6043-C-001,CUMBERLAND YR,Conditionally Closed,,
STA-YN00HK-C-001,WESTERN CAROLINA OBGYN PAC,Closed,,
STA-C1998N-C-001,TRUDI WALEND FOR NC HOUSE,Closed,,
STA-N5Y6SS-C-001,COMM TO ELECT CHARLES THOMAS,Closed,,
STA-525X7R-C-001,NEW HANOVER YR,Closed,,
STA-C0696N-C-002,THOMAS WESLEY BRANDON,Closed,,
STA-C1935N-C-001,SAULS FOR NC HOUSE,Closed,,
STA-2BU61U-C-001,WALKER FOR DA,Closed,,
STA-M93QM9-C-001,WORTHY FOR SENATE (M CARTER),Closed,,
STA-96YEAU-C-001,LLOYD SCHER FOR HOUSE SEAT 100,Closed,,
STA-450082-C-001,MICHAEL PATRICK FOR SUPERIOR CT CAMPAIGN COMM,Closed,,
STA-NZR8OI-C-001,NATHANIEL PROCTOR DIST CT CAMPAIGN,Closed,,
STA-C2716N-C-002,PRIEST FOR JUDGE CAMPAIGN,Closed,,
STA-QF54W6-C-001,PHYLLIS GORHAM FOR DIST CT JUDGE COMM,Closed,,
STA-I874P8-C-001,NORTHERN GUILFORD CTY CONSERVATIVE REP CLUB,Closed (Pending),,
STA-LF36GF-C-002,PHIL CLARK FOR NC HOUSE,Closed,,
STA-0764IK-C-001,KEEP JIM WOODALL DA,Closed,,
STA-3F2GNI-C-001,KAYLEY TABER FOR JUDGE,Closed,,
STA-51VK9Y-C-001,GERALD MALCOLM FULCHER JR,Closed,,
STA-3596RK-C-001,JUDGE FOSTER 2004 COMM,Closed,,
STA-C32PHJ-C-001,JENNIFER HARJO FOR DA,Closed,,
STA-94Y0Y7-C-001,COMM TO ELECT RIC MARSHALL,Closed,,
STA-98LQ82-C-001,COMM TO ELECT RUSSELL C SMITH,Closed,,
STA-2HY3Q8-C-001,JUDGE ANDERSON CAMPAIGN COMM,Closed,,
STA-L8WQY8-C-001,JUDGE JANE GRAY FOR DIST CT COMM,Closed,,
STA-SITIW2-C-001,JACKSON FOR NC SENATE,Closed,,
STA-C1314N-C-002,LAMBETH FOR JUDGE,Closed,,
STA-C1314N-C-003,CITIZENS FOR JUDGE LAMBETH,Closed,,
STA-1I4700-C-001,SANDY OGBURN CAMPAIGN,Closed,,
STA-0UYK37-C-001,GREG DORITY FOR LT GOVERNOR COMM,Closed,,
STA-LS98D8-C-001,FRIENDS OF ROBERT NAUSEEF FOR JUDGE,Closed,,
STA-94JC3W-C-001,WIN BIG NC PAC,Closed,,
STA-0530P6-C-001,GOOLSBY FOR ATTORNEY GENERAL,Closed,,
STA-L8WQY8-C-003,JUDGE JANE GRAY COMM,Closed,,
STA-2385WM-C-001,ORR 2008,Closed,,
STA-56G9L1-C-001,PRINCIPLES FIRST AND PEOPLE ALWAYS FUND PAC,Closed,,
FED-Q661W1-C-001,COMM TO ELECT PAUL JOHNSON,Closed,,
STA-16RPX7-C-001,LENOIR YD,Conditionally Closed,,
STA-C2869N-C-003,FRIENDS FOR DALE STUBBS,Closed,,
STA-TQ1G10-C-001,JUDGE THORNBURG COMM,Closed,,
STA-43233Q-C-001,UNION CTY PATRIOTS,Closed,,
STA-I9Z0JR-C-001,COMM TO ELECT JOHN DANIEL,Closed,,
STA-A7Y9TJ-C-001,COMM TO ELECT RICK SCHULTZ DA,Closed,,
STA-4Y44TM-C-001,COMM TO ELECT PHILLIP RHODES LT GOVERNOR,Closed,,
STA-DHYV0O-C-001,COMM TO ELECT NALIN C MEHTA TO NC HOUSE,Closed,,
STA-507VIM-C-001,COMM TO ELECT STEVE MONKS FOR DURHAM DA,Closed,,
STA-HCOS6V-C-001,CAREY FOR SENATE,Closed,,
STA-C3627N-C-001,RUTHERFORD CTY DEM CLUB PAC,Closed,,
STA-61237W-C-001,COMM TO ELECT POWELL GLIDEWELL,Closed,,
STA-64W715-C-001,COMM TO ELECT JUDGE JOHN E NOBLES,Closed,,
STA-3120X9-C-001,BOYLAN FOR NC HOUSE COMM,Closed,,
FED-J1QG7E-C-001,DANIEL JOHNSON FOR CONGRESS,Closed,,
STA-O32XQ7-C-002,CITIZENS FOR JUDGE BARBARA JACKSON,Closed,,
STA-C2293N-C-002,CITIZENS FOR JUDGE STEELMAN,Closed,,
STA-C1011N-C-001,RUCHO FOR SENATE,Closed,,
STA-QG32WD-C-001,COMM TO ELECT JULIA BOSEMAN,Closed,,
STA-F4P20O-C-001,BETTIE FENNELL FOR NC SENATE,Closed,,
STA-C2017N-C-001,BLACKWOOD FOR NC HOUSE,Closed,,
STA-8714U3-C-001,DEVOUT DEMOCRATS,Closed,,
STA-9M8463-C-001,CHARLES MALONE NC SENATE,Conditionally Closed,,
STA-9NL7E4-C-001,DANIEL GARNER FOR JUDGE COMM,Closed,,
STA-C1670N-C-002,ROB SHARPE FOR DA,Closed,,
STA-86MQ6A-C-001,COMM TO ELECT ANN NEWMAN,Closed,,
STA-O32XQ7-C-001,BARBARA JACKSON FOR JUDGE COMM,Closed,,
STA-5KI431-C-001,CITIZENS FOR CLINE,Inactive,,
STA-C1794N-C-001,CITIZENS FOR CARY ALLRED,Closed,,
FED-66Y9CU-C-001,WORKERS UNITED FOR POL POWER CAMPAIGN COMM,Closed,,
FED-C0728N-C-002,HAGAN FOR US SENATE INC,Closed,,
STA-WCLI62-C-001,BATCHELOR FOR NC HOUSE,Closed,,
FED-E9Y35N-C-001,ELECT KENNY WEST US CONGRESS,Closed,,
STA-6IYG18-C-001,CITIZENS FOR AL ROSEMAN,Closed,,
STA-35I3IQ-C-001,COMM TO ELECT NICK MACKEY,Closed,,
STA-K9KY63-C-001,COMM TO ELECT WILLIAM R BURKE DIST CT JUDGE,Closed,,
STA-T1Y05U-C-001,HAVEL FOR JUDGE COMM,Closed,,
STA-C0728N-C-001,KAY R HAGAN FOR SENATE CAMPAIGN,Closed,,
STA-O9WBK2-C-001,TIM MCNEILL CAMPAIGN,Closed,,
STA-JRQK1F-C-001,CARY CITIZENS FOR SOUND GOVT,Closed,,
STA-4W0R14-C-001,TAKE WAKE SCHOOLS BACK,Closed,,
STA-C2414N-C-002,RE-ELECT JUDGE BEVERLY BEAL CAMPAIGN COMM,Closed,,
STA-C2368N-C-001,JAMES C (JACK) SPENCER JR CANDIDATE,Closed,,
STA-A6291H-C-001,TOM THOMAS FOR NC HOUSE DIST 113,Closed,,
STA-C2448N-C-001,COMM TO RE-ELECT J MARLENE HYATT,Closed,,
STA-SI3G9G-C-001,CATAWBA YR,Closed,,
FED-828E7Y-C-001,ORTHOCAROLINA PA FEDERAL PAC,Active (Non-Exempt),,
STA-8Y1CTN-C-001,SOUTH FINANCIAL GROUP INC GOOD GOVT FUND NC,Closed,,
STA-K83E27-C-001,COMM TO ELECT PAUL NORCROSS,Conditionally Closed,,
STA-QN9C7O-C-001,NC ENTRE PAC,Closed,,
STA-C3112N-C-001,COMM TO RE-ELECT FOSTER DA,Closed,,
STA-4ZV43W-C-001,ANN AKLAND CAMPAIGN,Closed,,
STA-C2983N-C-001,COMM TO ELECT JUDGE BLICK,Closed,,
STA-Z4X6C8-C-001,HAYWOOD RW,Closed,,
STA-9S86BC-C-001,ASHEVILLE PULMONARY ASSOC PAC,Closed,,
STA-C4158N-C-001,CARTERET HARKERS ISLAND PD,Closed,,
STA-PNFDM6-C-001,JONATHAN JONES FOR DIST CT JUDGE,Closed,,
FED-JUFI4J-C-001,AMERICAS HEALTH INSURANCE PLAN (AHIP) PAC,Closed,,
STA-C4340N-C-001,CARTERET RW,Closed,,
STA-C2502N-C-002,HAL G HARRISON FOR JUDGE COMM,Closed,,
STA-C2502N-C-001,COMM TO ELECT HAL G HARRISON FOR SUPERIOR CT JUDGE,Closed,,
STA-S0YWDH-C-001,CITIZENS FOR JOHN BLACKWELL,Closed,,
STA-2068G9-C-001,COMM TO ELECT SAM EDWARDS,Closed,,
STA-TX95B6-C-001,COMM TO ELECT STEVEN COGBURN CLERK OF CT,Closed,,
STA-X0YKRV-C-003,COMM TO ELECT GEORGE SHAEFFER,Closed,,
STA-MNC051-C-001,FRIENDS FOR DENNIS WICKER COMM,Closed,,
STA-C3179N-C-001,JEFF HUNT FOR DA COMM,Closed,,
FED-35Y2NY-C-001,MEDCATH INC COMM FOR THE IMPROVEMENT OF CARDIAC CARE,Closed,,
STA-4HA322-C-001,JASON PHIBBS FOR NC SENATE,Closed,,
STA-M17BVI-C-001,COMM TO ELECT JEAN REAVES,Closed,,
STA-W9KS90-C-001,COMM TO ELECT JOHN MONTGOMERY,Conditionally Closed,,
STA-R1FVIG-C-001,COMM TO ELECT MICHAEL CAVALLO,Closed,,
STA-C2865N-C-003,KRIS BAILEY FOR JUDGE,Closed,,
STA-35DE9R-C-001,LLOYD AUSTIN NC HOUSE 103,Closed,,
STA-U1L90N-C-001,STIREWALT FOR NC SENATE 2010,Conditionally Closed,,
STA-C6R1O2-C-001,COMM TO ELECT VIOLET RHINEHART,Closed,,
STA-HN8551-C-001,COMM TO ELECT GREG BOYER JUDGE,Closed,,
STA-C4403N-C-001,DAVIE RW,Closed,,
STA-G6BGVC-C-001,COMM TO ELECT KRISTI TOMEY,Closed,,
STA-Z1G8XN-C-001,KAREN BIERNACKI FOR DA,Closed,,
FED-6N9U9N-C-001,BILLY KENNEDY FOR CONGRESS (WILLIAM B KENNEDY JR),Closed,,
STA-C2040N-C-001,ROBERT GRADY FOR STATE HOUSE,Conditionally Closed,,
STA-NQG7KR-C-001,FRIENDS OF CHRIS HEAGARTY,Closed,,
FED-6827X5-C-001,ROCHE FOR CONGRESS,Closed,,
STA-PQK5YG-C-001,NORTH CAROLINIANS FOR LEADERSHIP IN GOVT,Closed,,
STA-6164Z2-C-001,COMM TO ELECT RHONDA MOOREFIELD DIST CT JUDGE,Closed,,
